localId,TalkerId,Type,SubType,IsSender,CreateTime,Status,StrContent,StrTime,Remark,NickName,Sender
14,4,47,0,0,1732419491,2,"<msg><emoji fromusername=""wxid_7gipedh8nrbm22"" tousername=""wxid_jkhetex8lgjx22"" type=""2"" idbuffer=""media:0_0"" md5=""7016d92066dbfd702d22a92aea364002"" len=""6239"" productid=""com.tencent.xin.emoticon.person.stiker_1706177637bf42da150edd49d7"" androidmd5=""7016d92066dbfd702d22a92aea364002"" androidlen=""6239"" s60v3md5=""7016d92066dbfd702d22a92aea364002"" s60v3len=""6239"" s60v5md5=""7016d92066dbfd702d22a92aea364002"" s60v5len=""6239"" cdnurl=""http://wxapp.tc.qq.com/275/20304/stodownload?m=7016d92066dbfd702d22a92aea364002&amp;filekey=30340201010420301e020201130402534804107016d92066dbfd702d22a92aea3640020202185f040d00000004627466730000000132&amp;hy=SH&amp;storeid=265b380e8000446b1b42781230000011300004f50534813b39031565fae791&amp;bizid=1023"" designerid="""" thumburl=""http://wxapp.tc.qq.com/275/20304/stodownload?m=d582db5144ba30a980f157dc3d01350f&amp;filekey=30340201010420301e02020113040253480410d582db5144ba30a980f157dc3d01350f0202154e040d00000004627466730000000132&amp;hy=SH&amp;storeid=265b380e800034355b42781230000011300004f50534820bbd1715662341da&amp;bizid=1023"" encrypturl=""http://wxapp.tc.qq.com/262/20304/stodownload?m=cd0e02eef82aa62a5d91dd9fe92d58e3&amp;filekey=30340201010420301e02020106040253480410cd0e02eef82aa62a5d91dd9fe92d58e302021860040d00000004627466730000000132&amp;hy=SH&amp;storeid=265b380e8000b7f0db42781230000010600004f5053481ba330315668c451f&amp;bizid=1023"" aeskey=""8b649b0367ad0c5d2fc1bbd07ebf3f03"" externurl=""http://wxapp.tc.qq.com/262/20304/stodownload?m=d693a7785e5215111dc9f56d07fc6a7b&amp;filekey=30340201010420301e020201060402535a0410d693a7785e5215111dc9f56d07fc6a7b02021090040d00000004627466730000000132&amp;hy=SZ&amp;storeid=265b39ba00002764004517ee50000010600004f50535a25bf0011566a81f9f&amp;bizid=1023"" externmd5=""c8a6bc95314418893e4ee8e60a766023"" width=""240"" height=""240"" tpurl="""" tpauthkey="""" attachedtext="""" attachedtextcolor="""" lensid="""" emojiattr="""" linkid="""" desc=""ChEKB2RlZmF1bHQSBmNoZWVycw==""></emoji><gameext type=""0"" content=""0""></gameext></msg>",2024-11-24 11:38:11,🌲,梁庆林,wxid_7gipedh8nrbm22
20,4,1,0,0,1732443210,2,晚上想一起回去嘛,2024-11-24 18:13:30,🌲,梁庆林,wxid_7gipedh8nrbm22
21,4,1,0,1,1732443310,2,当然想呀,2024-11-24 18:15:10,exiled,exiled,wxid_jkhetex8lgjx22
22,4,1,0,1,1732443340,2,那我还是五十去找你,2024-11-24 18:15:40,exiled,exiled,wxid_jkhetex8lgjx22
23,4,1,0,0,1732443347,2,好行,2024-11-24 18:15:47,🌲,梁庆林,wxid_7gipedh8nrbm22
47,4,1,0,1,1732462548,2,我觉得喜欢一个人的感觉是很美妙的 但是如果真上头了还是要理性一点 至少要慎重一点,2024-11-24 23:35:48,exiled,exiled,wxid_jkhetex8lgjx22
48,4,1,0,1,1732462626,2,它会让我们开心 会让我们难过 会让我们苦闷 会让我们焦虑 这些都是很常见也很重要的部分 但最好还是要能掌控它,2024-11-24 23:37:06,exiled,exiled,wxid_jkhetex8lgjx22
49,4,1,0,1,1732462789,2,我从感性的角度来说对你很上头 很想继续推进 但我也不想你受到任何伤害 不想对你随意 所以理性上希望你慎重一些,2024-11-24 23:39:49,exiled,exiled,wxid_jkhetex8lgjx22
53,4,1,0,0,1732463780,2,xs 知道了,2024-11-24 23:56:20,🌲,梁庆林,wxid_7gipedh8nrbm22
54,4,1,0,0,1732463790,2,我很理性的,2024-11-24 23:56:30,🌲,梁庆林,wxid_7gipedh8nrbm22
56,4,1,0,1,1732464087,2,嗯那就好,2024-11-25 00:01:27,exiled,exiled,wxid_jkhetex8lgjx22
57,4,1,0,1,1732464093,2,感觉我好矛盾啊,2024-11-25 00:01:33,exiled,exiled,wxid_jkhetex8lgjx22
58,4,1,0,1,1732464101,2,之前劝你感性,2024-11-25 00:01:41,exiled,exiled,wxid_jkhetex8lgjx22
59,4,1,0,1,1732464105,2,现在劝你理性,2024-11-25 00:01:45,exiled,exiled,wxid_jkhetex8lgjx22
60,4,1,0,0,1732464125,2,我们两个角色互换了是吧,2024-11-25 00:02:05,🌲,梁庆林,wxid_7gipedh8nrbm22
61,4,1,0,0,1732464126,2,hhh,2024-11-25 00:02:06,🌲,梁庆林,wxid_7gipedh8nrbm22
62,4,1,0,0,1732464129,2,没事,2024-11-25 00:02:09,🌲,梁庆林,wxid_7gipedh8nrbm22
63,4,1,0,0,1732464131,2,再说吧,2024-11-25 00:02:11,🌲,梁庆林,wxid_7gipedh8nrbm22
64,4,1,0,1,1732464264,2,嗯嗯,2024-11-25 00:04:24,exiled,exiled,wxid_jkhetex8lgjx22
65,4,1,0,1,1732464277,2,倒也不算互换,2024-11-25 00:04:37,exiled,exiled,wxid_jkhetex8lgjx22
66,4,1,0,1,1732464292,2,我依然对你很上头,2024-11-25 00:04:52,exiled,exiled,wxid_jkhetex8lgjx22
67,4,1,0,1,1732464299,2,好感只增不减,2024-11-25 00:04:59,exiled,exiled,wxid_jkhetex8lgjx22
68,4,1,0,1,1732464352,2,慢慢来吧,2024-11-25 00:05:52,exiled,exiled,wxid_jkhetex8lgjx22
69,4,1,0,0,1732464428,2,嗯嗯,2024-11-25 00:07:08,🌲,梁庆林,wxid_7gipedh8nrbm22
70,4,1,0,0,1732464441,2,慢慢来,2024-11-25 00:07:21,🌲,梁庆林,wxid_7gipedh8nrbm22
71,4,1,0,1,1732464641,2,他们有没有什么对我新的锐评,2024-11-25 00:10:41,exiled,exiled,wxid_jkhetex8lgjx22
72,4,1,0,0,1732464663,2,今天没说,2024-11-25 00:11:03,🌲,梁庆林,wxid_7gipedh8nrbm22
73,4,1,0,0,1732464673,2,我也不是啥都说hhh,2024-11-25 00:11:13,🌲,梁庆林,wxid_7gipedh8nrbm22
74,4,1,0,1,1732464694,2,好的哈哈,2024-11-25 00:11:34,exiled,exiled,wxid_jkhetex8lgjx22
75,4,1,0,0,1732464696,2,我不太确定的会问问她们,2024-11-25 00:11:36,🌲,梁庆林,wxid_7gipedh8nrbm22
76,4,1,0,1,1732464703,2,啥不确定呀,2024-11-25 00:11:43,exiled,exiled,wxid_jkhetex8lgjx22
77,4,1,0,0,1732464730,2,想不清楚的,2024-11-25 00:12:10,🌲,梁庆林,wxid_7gipedh8nrbm22
78,4,1,0,0,1732464735,2,超越我的认知,2024-11-25 00:12:15,🌲,梁庆林,wxid_7gipedh8nrbm22
79,4,1,0,1,1732464839,2,你有啥想不清楚呢,2024-11-25 00:13:59,exiled,exiled,wxid_jkhetex8lgjx22
80,4,1,0,1,1732464841,2,可以问嘛,2024-11-25 00:14:01,exiled,exiled,wxid_jkhetex8lgjx22
81,4,1,0,0,1732464858,2,比如昨天那个,2024-11-25 00:14:18,🌲,梁庆林,wxid_7gipedh8nrbm22
82,4,1,0,1,1732465061,2,好吧,2024-11-25 00:17:41,exiled,exiled,wxid_jkhetex8lgjx22
83,4,1,0,1,1732465084,2,但也不一定对,2024-11-25 00:18:04,exiled,exiled,wxid_jkhetex8lgjx22
84,4,1,0,1,1732465092,2,就算他们说很正常也不一定对,2024-11-25 00:18:12,exiled,exiled,wxid_jkhetex8lgjx22
85,4,1,0,0,1732465116,2,我是觉得不太好的,2024-11-25 00:18:36,🌲,梁庆林,wxid_7gipedh8nrbm22
86,4,1,0,0,1732465125,2,我第一次听我本科室友说,2024-11-25 00:18:45,🌲,梁庆林,wxid_7gipedh8nrbm22
87,4,1,0,0,1732465136,2,她和她男朋友抱着睡觉的时候,2024-11-25 00:18:56,🌲,梁庆林,wxid_7gipedh8nrbm22
88,4,1,0,0,1732465144,2,我都是不发表任何评价的,2024-11-25 00:19:04,🌲,梁庆林,wxid_7gipedh8nrbm22
89,4,1,0,0,1732465157,2,那是我第一次amazed到,2024-11-25 00:19:17,🌲,梁庆林,wxid_7gipedh8nrbm22
90,4,1,0,0,1732465180,2,然后消化到现在 才觉得 嗯 也还好,2024-11-25 00:19:40,🌲,梁庆林,wxid_7gipedh8nrbm22
91,4,1,0,1,1732465210,2,嗯保守一点也是对的,2024-11-25 00:20:10,exiled,exiled,wxid_jkhetex8lgjx22
92,4,1,0,1,1732465216,2,应该要保护好自己,2024-11-25 00:20:16,exiled,exiled,wxid_jkhetex8lgjx22
93,4,1,0,0,1732465216,2,其实我以前是希望灵魂伴侣 不太希望有过多的身体接触,2024-11-25 00:20:16,🌲,梁庆林,wxid_7gipedh8nrbm22
94,4,1,0,0,1732465225,2,但可能人终究是动物,2024-11-25 00:20:25,🌲,梁庆林,wxid_7gipedh8nrbm22
95,4,1,0,0,1732465231,2,还是会有生理冲动,2024-11-25 00:20:31,🌲,梁庆林,wxid_7gipedh8nrbm22
96,4,1,0,0,1732465238,2,但人始终是人,2024-11-25 00:20:38,🌲,梁庆林,wxid_7gipedh8nrbm22
97,4,1,0,0,1732465245,2,会理性控制自己,2024-11-25 00:20:45,🌲,梁庆林,wxid_7gipedh8nrbm22
98,4,1,0,1,1732465259,2,是呀 冲动本身无错,2024-11-25 00:20:59,exiled,exiled,wxid_jkhetex8lgjx22
99,4,1,0,1,1732465265,2,控制才是重要的,2024-11-25 00:21:05,exiled,exiled,wxid_jkhetex8lgjx22
100,4,1,0,1,1732465279,2,你上次问我男生是不是性欲大,2024-11-25 00:21:19,exiled,exiled,wxid_jkhetex8lgjx22
101,4,1,0,1,1732465289,2,我后来想到个合适的说法,2024-11-25 00:21:29,exiled,exiled,wxid_jkhetex8lgjx22
102,4,1,0,1,1732465300,2,你觉得人都是懒的嘛,2024-11-25 00:21:40,exiled,exiled,wxid_jkhetex8lgjx22
103,4,1,0,0,1732465318,2,本质上是,2024-11-25 00:21:58,🌲,梁庆林,wxid_7gipedh8nrbm22
104,4,1,0,0,1732465321,2,天性吧,2024-11-25 00:22:01,🌲,梁庆林,wxid_7gipedh8nrbm22
105,4,1,0,1,1732465335,2,是呀 我也觉得 人天性都是懒的,2024-11-25 00:22:15,exiled,exiled,wxid_jkhetex8lgjx22
106,4,1,0,1,1732465361,2,当然可能懒得不一样,2024-11-25 00:22:41,exiled,exiled,wxid_jkhetex8lgjx22
107,4,1,0,1,1732465369,2,但本质上是懒的,2024-11-25 00:22:49,exiled,exiled,wxid_jkhetex8lgjx22
108,4,1,0,1,1732465381,2,但如何控制的自己懒惰 就把人分成了不同的模样,2024-11-25 00:23:01,exiled,exiled,wxid_jkhetex8lgjx22
109,4,1,0,1,1732465401,2,性的问题跟这个类似吧,2024-11-25 00:23:21,exiled,exiled,wxid_jkhetex8lgjx22
110,4,1,0,1,1732465432,2,所以整体上说,2024-11-25 00:23:52,exiled,exiled,wxid_jkhetex8lgjx22
111,4,1,0,0,1732465467,2,dong了,2024-11-25 00:24:27,🌲,梁庆林,wxid_7gipedh8nrbm22
112,4,1,0,0,1732465471,2,但是average很高,2024-11-25 00:24:31,🌲,梁庆林,wxid_7gipedh8nrbm22
113,4,1,0,1,1732465483,2,男的确实都是下半身思考,2024-11-25 00:24:43,exiled,exiled,wxid_jkhetex8lgjx22
114,4,1,0,1,1732465496,2,但不同的人是不一样的,2024-11-25 00:24:56,exiled,exiled,wxid_jkhetex8lgjx22
115,4,1,0,1,1732465548,2,比如纯爱战士还是存在的,2024-11-25 00:25:48,exiled,exiled,wxid_jkhetex8lgjx22
116,4,1,0,1,1732465578,2,纯爱战士应该知道如何保护自己的伴侣,2024-11-25 00:26:18,exiled,exiled,wxid_jkhetex8lgjx22
117,4,1,0,1,1732465617,2,应该有些超过生理冲动以外的能量,2024-11-25 00:26:57,exiled,exiled,wxid_jkhetex8lgjx22
118,4,1,0,0,1732465618,2,所以你是？,2024-11-25 00:26:58,🌲,梁庆林,wxid_7gipedh8nrbm22
119,4,1,0,1,1732465636,2,你觉得呢,2024-11-25 00:27:16,exiled,exiled,wxid_jkhetex8lgjx22
120,4,1,0,1,1732465644,2,我当然觉得自己是纯爱,2024-11-25 00:27:24,exiled,exiled,wxid_jkhetex8lgjx22
121,4,1,0,0,1732465645,2,纯爱战士？,2024-11-25 00:27:25,🌲,梁庆林,wxid_7gipedh8nrbm22
122,4,1,0,1,1732465650,2,至少希望成为,2024-11-25 00:27:30,exiled,exiled,wxid_jkhetex8lgjx22
123,4,1,0,1,1732465735,2,我说我是可能不能让你信服,2024-11-25 00:28:55,exiled,exiled,wxid_jkhetex8lgjx22
124,4,1,0,1,1732465768,2,但我至少希望并努力成为纯爱吧,2024-11-25 00:29:28,exiled,exiled,wxid_jkhetex8lgjx22
125,4,1,0,0,1732465789,2,我是纯爱,2024-11-25 00:29:49,🌲,梁庆林,wxid_7gipedh8nrbm22
126,4,1,0,0,1732465790,2,我觉得是,2024-11-25 00:29:50,🌲,梁庆林,wxid_7gipedh8nrbm22
127,4,1,0,1,1732465803,2,I can tell,2024-11-25 00:30:03,exiled,exiled,wxid_jkhetex8lgjx22
128,4,1,0,1,1732465814,2,你太单纯啦,2024-11-25 00:30:14,exiled,exiled,wxid_jkhetex8lgjx22
129,4,1,0,1,1732465832,2,所以我更不想你受到任何伤害,2024-11-25 00:30:32,exiled,exiled,wxid_jkhetex8lgjx22
130,4,47,0,0,1732465857,2,"<msg><emoji fromusername=""wxid_7gipedh8nrbm22"" tousername=""wxid_jkhetex8lgjx22"" type=""2"" idbuffer=""media:0_0"" md5=""af151fb982f6f5a3f95abb5492e89a21"" len=""2027502"" productid="""" androidmd5=""af151fb982f6f5a3f95abb5492e89a21"" androidlen=""2027502"" s60v3md5=""af151fb982f6f5a3f95abb5492e89a21"" s60v3len=""2027502"" s60v5md5=""af151fb982f6f5a3f95abb5492e89a21"" s60v5len=""2027502"" cdnurl=""http://vweixinf.tc.qq.com/110/20401/stodownload?m=af151fb982f6f5a3f95abb5492e89a21&amp;filekey=30440201010430302e02016e040253480420616631353166623938326636663561336639356162623534393265383961323102031eefee040d00000004627466730000000132&amp;hy=SH&amp;storeid=265a5ec9c0008b41573a67a7b0000006e01004fb153480a1411b15694cca67&amp;ef=1&amp;bizid=1022"" designerid="""" thumburl="""" encrypturl=""http://vweixinf.tc.qq.com/110/20402/stodownload?m=8c5e07a2f20f1dcf60768bb66bcbf709&amp;filekey=30440201010430302e02016e040253480420386335653037613266323066316463663630373638626236366263626637303902031eeff0040d00000004627466730000000132&amp;hy=SH&amp;storeid=265a5ec9c000b240473a67a7b0000006e02004fb253480a1411b15694cca7c&amp;ef=2&amp;bizid=1022"" aeskey=""ba5ea2a64cd84a7ca95a208d02100966"" externurl=""http://vweixinf.tc.qq.com/110/20403/stodownload?m=300d6d9e47fd41edf90bc598c8843c8d&amp;filekey=30440201010430302e02016e0402534804203330306436643965343766643431656466393062633539386338383433633864020300c5a0040d00000004627466730000000132&amp;hy=SH&amp;storeid=265a5ec9c000dc87a73a67a7b0000006e03004fb353480a1411b15694ccaa8&amp;ef=3&amp;bizid=1022"" externmd5=""f40baf8cc9d38e9d748abd1468bbed59"" width=""238"" height=""240"" tpurl="""" tpauthkey="""" attachedtext="""" attachedtextcolor="""" lensid="""" emojiattr="""" linkid="""" desc=""""></emoji><gameext type=""0"" content=""0""></gameext></msg>",2024-11-25 00:30:57,🌲,梁庆林,wxid_7gipedh8nrbm22
131,4,1,0,1,1732465969,2,我希望你能保护好自己,2024-11-25 00:32:49,exiled,exiled,wxid_jkhetex8lgjx22
132,4,1,0,1,1732465976,2,即使对我也是,2024-11-25 00:32:56,exiled,exiled,wxid_jkhetex8lgjx22
133,4,1,0,1,1732465990,2,就我说这些虽然是我的真心话,2024-11-25 00:33:10,exiled,exiled,wxid_jkhetex8lgjx22
134,4,1,0,1,1732466002,2,但依然你应该保护好自己,2024-11-25 00:33:22,exiled,exiled,wxid_jkhetex8lgjx22
135,4,1,0,0,1732466021,2,嗯,2024-11-25 00:33:41,🌲,梁庆林,wxid_7gipedh8nrbm22
136,4,47,0,0,1732466025,2,"<msg><emoji fromusername=""wxid_7gipedh8nrbm22"" tousername=""wxid_jkhetex8lgjx22"" type=""2"" idbuffer=""media:0_0"" md5=""af151fb982f6f5a3f95abb5492e89a21"" len=""2027502"" productid="""" androidmd5=""af151fb982f6f5a3f95abb5492e89a21"" androidlen=""2027502"" s60v3md5=""af151fb982f6f5a3f95abb5492e89a21"" s60v3len=""2027502"" s60v5md5=""af151fb982f6f5a3f95abb5492e89a21"" s60v5len=""2027502"" cdnurl=""http://vweixinf.tc.qq.com/110/20401/stodownload?m=af151fb982f6f5a3f95abb5492e89a21&amp;filekey=30440201010430302e02016e040253480420616631353166623938326636663561336639356162623534393265383961323102031eefee040d00000004627466730000000132&amp;hy=SH&amp;storeid=265a5ec9c0008b41573a67a7b0000006e01004fb153480a1411b15694cca67&amp;ef=1&amp;bizid=1022"" designerid="""" thumburl="""" encrypturl=""http://vweixinf.tc.qq.com/110/20402/stodownload?m=8c5e07a2f20f1dcf60768bb66bcbf709&amp;filekey=30440201010430302e02016e040253480420386335653037613266323066316463663630373638626236366263626637303902031eeff0040d00000004627466730000000132&amp;hy=SH&amp;storeid=265a5ec9c000b240473a67a7b0000006e02004fb253480a1411b15694cca7c&amp;ef=2&amp;bizid=1022"" aeskey=""ba5ea2a64cd84a7ca95a208d02100966"" externurl=""http://vweixinf.tc.qq.com/110/20403/stodownload?m=300d6d9e47fd41edf90bc598c8843c8d&amp;filekey=30440201010430302e02016e0402534804203330306436643965343766643431656466393062633539386338383433633864020300c5a0040d00000004627466730000000132&amp;hy=SH&amp;storeid=265a5ec9c000dc87a73a67a7b0000006e03004fb353480a1411b15694ccaa8&amp;ef=3&amp;bizid=1022"" externmd5=""f40baf8cc9d38e9d748abd1468bbed59"" width=""238"" height=""240"" tpurl="""" tpauthkey="""" attachedtext="""" attachedtextcolor="""" lensid="""" emojiattr="""" linkid="""" desc=""""></emoji><gameext type=""0"" content=""0""></gameext></msg>",2024-11-25 00:33:45,🌲,梁庆林,wxid_7gipedh8nrbm22
137,4,1,0,1,1732466105,2,嗯我觉得我应该可以说 我挺喜欢你 了吧,2024-11-25 00:35:05,exiled,exiled,wxid_jkhetex8lgjx22
138,4,47,0,0,1732466124,2,"<msg><emoji fromusername=""wxid_7gipedh8nrbm22"" tousername=""wxid_jkhetex8lgjx22"" type=""2"" idbuffer=""media:0_0"" md5=""a7e3ae02c7bff9544196b70ffbab5db5"" len=""565077"" productid="""" androidmd5=""a7e3ae02c7bff9544196b70ffbab5db5"" androidlen=""565077"" s60v3md5=""a7e3ae02c7bff9544196b70ffbab5db5"" s60v3len=""565077"" s60v5md5=""a7e3ae02c7bff9544196b70ffbab5db5"" s60v5len=""565077"" cdnurl=""http://vweixinf.tc.qq.com/110/20401/stodownload?m=a7e3ae02c7bff9544196b70ffbab5db5&amp;filekey=30440201010430302e02016e04025348042061376533616530326337626666393534343139366237306666626162356462350203089f55040d00000004627466730000000131&amp;hy=SH&amp;storeid=323032313131323932333136353430303033353434663264373861653833393633366230306230303030303036653031303034666231&amp;ef=1&amp;bizid=1022"" designerid="""" thumburl="""" encrypturl=""http://vweixinf.tc.qq.com/110/20402/stodownload?m=73864058d4d2443ebd2ea85739f37885&amp;filekey=30440201010430302e02016e04025348042037333836343035386434643234343365626432656138353733396633373838350203089f60040d00000004627466730000000131&amp;hy=SH&amp;storeid=323032313131323932333136353430303036666532633264373861653833393633366230306230303030303036653032303034666232&amp;ef=2&amp;bizid=1022"" aeskey=""368e6d123a0e401aafd650cb28f9f1f7"" externurl=""http://vweixinf.tc.qq.com/110/20403/stodownload?m=ad2065a9de4beb7d48479a2f54cda273&amp;filekey=3043020101042f302d02016e040253480420616432303635613964653462656237643438343739613266353463646132373302025c90040d00000004627466730000000131&amp;hy=SH&amp;storeid=323032313131323932333136353430303062303533613264373861653833393633366230306230303030303036653033303034666233&amp;ef=3&amp;bizid=1022"" externmd5=""0622f47f60f35c754e196fafedaadc19"" width=""960"" height=""960"" tpurl="""" tpauthkey="""" attachedtext="""" attachedtextcolor="""" lensid="""" emojiattr="""" linkid="""" desc=""""></emoji><gameext type=""0"" content=""0""></gameext></msg>",2024-11-25 00:35:24,🌲,梁庆林,wxid_7gipedh8nrbm22
139,4,1,0,1,1732466250,2,嗯希望可以有好的结果吧,2024-11-25 00:37:30,exiled,exiled,wxid_jkhetex8lgjx22
140,4,1,0,0,1732466279,2,嗯嗯,2024-11-25 00:37:59,🌲,梁庆林,wxid_7gipedh8nrbm22
141,4,1,0,0,1732466281,2,我也希望,2024-11-25 00:38:01,🌲,梁庆林,wxid_7gipedh8nrbm22
142,4,47,0,0,1732466287,2,"<msg><emoji fromusername=""wxid_7gipedh8nrbm22"" tousername=""wxid_jkhetex8lgjx22"" type=""2"" idbuffer=""media:0_0"" md5=""8ce0e95ed1780a9948ce4d8a2eff75ee"" len=""26182"" productid="""" androidmd5=""8ce0e95ed1780a9948ce4d8a2eff75ee"" androidlen=""26182"" s60v3md5=""8ce0e95ed1780a9948ce4d8a2eff75ee"" s60v3len=""26182"" s60v5md5=""8ce0e95ed1780a9948ce4d8a2eff75ee"" s60v5len=""26182"" cdnurl=""http://vweixinf.tc.qq.com/110/20401/stodownload?m=8ce0e95ed1780a9948ce4d8a2eff75ee&amp;filekey=3043020101042f302d02016e0402535a0420386365306539356564313738306139393438636534643861326566663735656502026646040d00000004627466730000000132&amp;hy=SZ&amp;storeid=2668616b50005f3b52c5b4a9b0000006e01004fb1535a00167bc1e7146b6e1&amp;ef=1&amp;bizid=1022"" designerid="""" thumburl="""" encrypturl=""http://vweixinf.tc.qq.com/110/20402/stodownload?m=e3e5d84dc95fcd332ad6484e8cab7a55&amp;filekey=3043020101042f302d02016e0402535a0420653365356438346463393566636433333261643634383465386361623761353502026650040d00000004627466730000000132&amp;hy=SZ&amp;storeid=2668616b500066d992c5b4a9b0000006e02004fb2535a00167bc1e7146b6f2&amp;ef=2&amp;bizid=1022"" aeskey=""f99e5cc7e3d2440db5d4c856a826c91c"" externurl=""http://vweixinf.tc.qq.com/110/20403/stodownload?m=e1b1d9fb5c5ec95885e42741d8a07a58&amp;filekey=3043020101042f302d02016e0402535a04206531623164396662356335656339353838356534323734316438613037613538020213e0040d00000004627466730000000132&amp;hy=SZ&amp;storeid=2668616b50006e18d2c5b4a9b0000006e03004fb3535a00167bc1e7146b703&amp;ef=3&amp;bizid=1022"" externmd5=""bebb5b928ea27bff6bef0c6032e7218a"" width=""240"" height=""240"" tpurl="""" tpauthkey="""" attachedtext="""" attachedtextcolor="""" lensid="""" emojiattr="""" linkid="""" desc=""""></emoji><gameext type=""0"" content=""0""></gameext></msg>",2024-11-25 00:38:07,🌲,梁庆林,wxid_7gipedh8nrbm22
143,4,1,0,1,1732466329,2,是不是该睡觉啦,2024-11-25 00:38:49,exiled,exiled,wxid_jkhetex8lgjx22
144,4,1,0,0,1732466343,2,嗯嗯,2024-11-25 00:39:03,🌲,梁庆林,wxid_7gipedh8nrbm22
145,4,1,0,0,1732466346,2,待会儿,2024-11-25 00:39:06,🌲,梁庆林,wxid_7gipedh8nrbm22
146,4,1,0,1,1732466363,2,你现在越来越晚了呀,2024-11-25 00:39:23,exiled,exiled,wxid_jkhetex8lgjx22
147,4,47,0,0,1732466790,2,"<msg><emoji fromusername=""wxid_7gipedh8nrbm22"" tousername=""wxid_jkhetex8lgjx22"" type=""3"" idbuffer=""media:0_0"" md5=""de88edcc39f0f4844e29936b6d339e88"" len=""25017"" productid="""" androidmd5=""de88edcc39f0f4844e29936b6d339e88"" androidlen=""25017"" s60v3md5=""de88edcc39f0f4844e29936b6d339e88"" s60v3len=""25017"" s60v5md5=""de88edcc39f0f4844e29936b6d339e88"" s60v5len=""25017"" cdnurl=""http://vweixinf.tc.qq.com/110/20401/stodownload?m=de88edcc39f0f4844e29936b6d339e88&amp;filekey=3043020101042f302d02016e0402534804206465383865646363333966306634383434653239393336623664333339653838020261b9040d00000004627466730000000132&amp;hy=SH&amp;storeid=2668f6afd00075afc9fc92fca0000006e01004fb153482863b0315683ff4de&amp;ef=1&amp;bizid=1022"" designerid="""" thumburl="""" encrypturl=""http://vweixinf.tc.qq.com/110/20402/stodownload?m=ed0c36a95e9eae6449d4a91388d418cf&amp;filekey=3043020101042f302d02016e0402534804206564306333366139356539656165363434396434613931333838643431386366020261c0040d00000004627466730000000132&amp;hy=SH&amp;storeid=2668f6afd0008128d9fc92fca0000006e02004fb253482863b0315683ff4eb&amp;ef=2&amp;bizid=1022"" aeskey=""5d7acdccad19472296ab93341f479521"" externurl=""http://vweixinf.tc.qq.com/110/20403/stodownload?m=891c3423546c89a35a5044f490507685&amp;filekey=3043020101042f302d02016e0402534804203839316333343233353436633839613335613530343466343930353037363835020226e0040d00000004627466730000000132&amp;hy=SH&amp;storeid=2668f6afd0008acb19fc92fca0000006e03004fb353482863b0315683ff4f6&amp;ef=3&amp;bizid=1022"" externmd5=""c777bcdf7eb5165e4c99332aaf702850"" width=""640"" height=""640"" tpurl="""" tpauthkey="""" attachedtext="""" attachedtextcolor="""" lensid="""" emojiattr="""" linkid="""" desc=""""></emoji><gameext type=""0"" content=""0""></gameext></msg>",2024-11-25 00:46:30,🌲,梁庆林,wxid_7gipedh8nrbm22
148,4,1,0,0,1732466799,2,马上马上,2024-11-25 00:46:39,🌲,梁庆林,wxid_7gipedh8nrbm22
149,4,47,0,1,1732466814,2,"<msg><emoji fromusername = ""wxid_jkhetex8lgjx22"" tousername = ""wxid_7gipedh8nrbm22"" type=""1"" idbuffer=""media:0_0"" md5=""28ce55d55a69237d49c6845da79910b8"" len = ""397830"" productid="""" androidmd5=""28ce55d55a69237d49c6845da79910b8"" androidlen=""397830"" s60v3md5 = ""28ce55d55a69237d49c6845da79910b8"" s60v3len=""397830"" s60v5md5 = ""28ce55d55a69237d49c6845da79910b8"" s60v5len=""397830"" cdnurl = ""http://wxapp.tc.qq.com/262/20304/stodownload?m=28ce55d55a69237d49c6845da79910b8&amp;filekey=30350201010421301f020201060402535a041028ce55d55a69237d49c6845da79910b80203061206040d00000004627466730000000131&amp;hy=SZ&amp;storeid=32303231303632353137323735373030303531643333336630343164376434643461356630393030303030313036&amp;bizid=1023"" designerid = """" thumburl = """" encrypturl = ""http://wxapp.tc.qq.com/262/20304/stodownload?m=d44f6466c6be72474538d53daa275abd&amp;filekey=30350201010421301f020201060402535a0410d44f6466c6be72474538d53daa275abd0203061210040d00000004627466730000000131&amp;hy=SZ&amp;storeid=32303231303632353137323735373030306432323230336630343164376437323461356630393030303030313036&amp;bizid=1023"" aeskey= ""128ef0ddecbf3f5403e438b395549091"" externurl = ""http://wxapp.tc.qq.com/262/20304/stodownload?m=503a8b9eea27f725db613c4597795efd&amp;filekey=30350201010421301f020201060402535a0410503a8b9eea27f725db613c4597795efd0203011160040d00000004627466730000000131&amp;hy=SZ&amp;storeid=32303231303632353137323735383030303234626232336630343164376434383635353030393030303030313036&amp;bizid=1023"" externmd5 = ""19c622a4e79ec0b9e9569b53fc4139f1"" width= ""304"" height= ""274"" tpurl= """" tpauthkey= """" attachedtext= """" attachedtextcolor= """" lensid= """" emojiattr= """" linkid= """" desc= """" ></emoji> </msg>",2024-11-25 00:46:54,exiled,exiled,wxid_jkhetex8lgjx22
150,4,1,0,0,1732467403,2,我睡了,2024-11-25 00:56:43,🌲,梁庆林,wxid_7gipedh8nrbm22
151,4,1,0,0,1732467407,2,晚安,2024-11-25 00:56:47,🌲,梁庆林,wxid_7gipedh8nrbm22
